Company;Total games;Published games;Avg owners...4;Developed games;Avg owners...6
S.O.T.A Games;1,000;1;35000;1;35000
S.R.S Interactive;1,000;1;35000;1;35000
S.T-Brothers;3,000;1;35000;1;35000
S.T.T;1,000;1;10000;1;10000
S.Y. GAMES;4,000;2;10000;2;10000
s0s2;1,000;0;0;1;10000
S1im Software;4,000;1;10000;1;10000
S1NGLE;1,000;0;0;1;10000
S1T2;1,000;1;10000;1;10000
S2 Games;4,000;1;750000;1;750000
S2 Games, LLC;2,000;2;350000;1;75000
S3 Studio;1,000;0;0;0;0
s3-z;1,000;0;0;0;0
S7leven Production;1,000;0;0;0;0
SA Connors;1,000;0;0;0;0
SA Industry;151,000;116;120000;0;0
SAA Studio;1,000;1;10000;1;10000
Saad Khan;1,000;0;0;1;10000
Saam;2,000;0;0;0;0
Saam Pahlavan;1,000;0;0;1;10000
SaamSoft;3,000;1;10000;0;0
SAARSE;6,000;5;0;5;0
Sabah Game Studios;1,000;0;0;0;0
Saban;3,000;0;0;0;0
Sabarts Studios;1,000;0;0;0;0
Sabaton;1,000;0;0;0;0
Saber Fight VR;1,000;1;10000;1;10000
Saber Interactive;107,000;5;490000;15;790000
Saber Interactive Inc;11,000;1;1500000;1;1500000
Saber Interactive Inc.;7,000;1;10000;1;10000
Saber Minsk;1,000;0;0;0;0
Saber Porto Ltd.;10,000;0;0;1;35000
Saber Studios;2,000;0;0;0;0
Saberphrog;1,000;1;10000;1;10000
Sabi Games;2,000;2;10000;2;10000
Sabine Ludvik;1,000;0;0;1;10000
Sabito;2,000;0;0;0;0
Sabitous;1,000;0;0;1;10000
Sable Studio;1,000;1;75000;0;0
SableStudio;4,000;1;10000;0;0
Sabotage;7,000;0;0;1;750000
Sabotage Studio;4,000;1;350000;1;350000
Sabr Path;2,000;0;0;0;0
Sabre Rael;2,000;1;10000;1;10000
Sabrina Aridi;21,000;14;10000;14;10000
Saburo Studio;1,000;0;0;1;35000
Saca Games;1,000;1;10000;0;0
Sacada;42,000;22;10000;22;10000
Sacana Games;1,000;0;0;0;0
Sachonski;2,000;0;0;0;0
Sacilotti Productions;2,000;1;10000;0;0
Sacit Polat;1,000;0;0;1;10000
Sacred Admirer;1,000;0;0;0;0
Sacred Paper Games;1,000;0;0;0;0
Sacred Star Team;4,000;1;35000;1;35000
Sacred Walrus;6,000;5;70000;5;100000
SacriFACE Studio;1,000;1;35000;1;35000
Sacrosanct Studios;2,000;1;10000;1;10000
Sad Cat Studios;1,000;0;0;0;0
Sad Doge;1,000;1;350000;1;350000
Sad Horse Studio;5,000;4;40000;0;0
Sad Mask Party;6,000;0;0;2;10000
Sad Owl Studios;2,000;0;0;1;150000
Sad Panda Studios;14,000;4;530000;3;750000
Sad Productions;1,000;1;10000;1;10000
Sad Roach Studios;1,000;0;0;0;0
Sad Socket;7,000;3;75000;2;150000
Sad Spaghetti Entertainment;1,000;1;75000;1;75000
Sad Viscacha Studio;3,000;0;0;1;75000
sad3d;3,000;0;0;3;35000
SADARI GAMES;2,000;0;0;0;0
sadboy;4,000;0;0;1;10000
sadboy,xiaoyipu;1,000;0;0;0;0
sadboy/受气小胖;1,000;0;0;0;0
Saddletrip;1,000;0;0;1;10000
Sadetta;2,000;1;10000;1;10000
Sadillac;1,000;1;10000;1;10000
sadimakegames;2,000;1;10000;1;10000
SadKennith;1,000;0;0;1;10000
Sadmad;1,000;0;0;0;0
Sadonin;1,000;0;0;0;0
SADOP;1,000;0;0;0;0
Sadovski Games;1,000;0;0;1;10000
SadOwl Studio;1,000;0;0;0;0
SadSofa Entertainment;1,000;0;0;0;0
SadSquare Studio;2,000;1;350000;1;350000
Sad_Gandalf;2,000;1;10000;1;10000
SAE GAMES;1,000;0;0;0;0
SAEKI Soft;1,000;0;0;0;0
Saeng Gang;1,000;1;10000;0;0
Saevus Studios LLC;1,000;1;10000;1;10000
SAF;1,000;1;10000;1;10000
SAFARI GAMES Co., Ltd.;4,000;0;0;1;150000
SAFE HAVN STUDIO;1,000;0;0;0;0
Safe House Studio;1,000;0;0;0;0
Safe Place Studio;4,000;1;10000;1;10000
Saffron Streams;1,000;0;0;0;0
SaFiKiK;1,000;1;10000;1;10000
SAFING;3,000;0;0;2;10000
Safui;1,000;0;0;0;0
SAG;1,000;1;10000;2;10000
Saga City Games;1,000;0;0;0;0
Saga Planets;4,000;0;0;2;35000
SaGa76;2,000;0;0;0;0
Sagas Studios;1,000;0;0;0;0
Sagatics;1,000;0;0;0;0
Sage Severson;1,000;0;0;0;0
SAGENCY;1,000;0;0;1;35000
Sagenta;1,000;0;0;1;10000
Sagenta dev;1,000;1;10000;0;0
Sageose;1,000;1;10000;1;10000
Sagered Games;1,000;1;10000;1;10000
Sagewind Studio;2,000;0;0;1;10000
Sagitta Noctis Studios;1,000;0;0;0;0
Sagitta Studios;1,000;0;0;0;0
Sagittaras Games;1,000;1;10000;1;10000
Sahand Saher;2,000;0;0;0;0
Sahil Khan;2,000;0;0;0;0
Sahil R. Vala;2,000;0;0;1;10000
Sahrsoft;1,000;1;10000;1;10000
Sahuario Estudio;1,000;0;0;0;0
Sahuaro Estudio;3,000;0;0;0;0
Sai Attack;1,000;1;10000;1;10000
Sai Game;3,000;0;0;0;0
Sai Saga;3,000;0;0;0;0
Sai Teja Manchikatla;1,000;0;0;1;10000
Saibot Studios;23,000;7;140000;6;160000
Said Karim;2,000;0;0;0;0
Saiga VR;1,000;0;0;0;0
Saiger Wan;1,000;1;10000;0;0
Saigon Dragon Studios;2,000;0;0;0;0
Saikat Deb;1,000;0;0;0;0
Saikey Studios;3,000;1;10000;0;0
Saikono;5,000;2;350000;2;350000
Sailboat Studios;1,000;0;0;0;0
Sailer;1,000;0;0;1;10000
SailingFox Studios;1,000;0;0;0;0
SailingStudio;1,000;1;75000;1;75000
Sailors Moon;1,000;1;35000;0;0
Sailors Moon Studios;1,000;0;0;1;35000
Sainlaster;1,000;1;10000;1;10000
Saint G;1,000;0;0;0;0
Saint Paul Studios;1,000;1;35000;0;0
Saint Pieces;1,000;0;0;1;10000
Saint Studio;1,000;0;0;0;0
SAINT-FUN INTERNATIONAL CO., LTD.;1,000;0;0;1;75000
SaintBunny;1,000;1;10000;0;0
SaintHeiser;16,000;0;0;11;20000
Saintly Games;1,000;1;10000;1;10000
SaintMitt;1,000;0;0;0;0
SaintWorks;2,000;0;0;1;10000
SaintXi;2,000;1;35000;1;35000
Saiph;1,000;1;10000;0;0
Sairam;1,000;0;0;0;0
Saivs;1,000;1;10000;1;10000
Saivs Team;1,000;0;0;0;0
SAKAC;1,000;0;0;0;0
Sakai Studios;1,000;1;10000;1;10000
Sakana Studios;1,000;1;35000;1;35000
Sakari Games;5,000;4;60000;4;60000
Sakarikos Kleanthis;1,000;1;10000;1;10000
Sakasoft;2,000;0;0;0;0
sakastudio;4,000;4;10000;4;10000
Saketh Rama;1,000;1;10000;1;10000
sakevisual;5,000;4;10000;4;10000
Saki Minoru;1,000;0;0;1;10000
Sakib Zabbar main voice;1,000;0;0;1;10000
Sakis25 Games;2,000;0;0;1;10000
SakiwareG;1,000;1;10000;1;10000
Saksorb;2,000;1;10000;1;10000
Saku Hållfast;1,000;0;0;0;0
Sakura Cat;1,000;0;0;0;0
Sakura Mangekyou;1,000;0;0;1;35000
Sakura Perry;1,000;0;0;0;0
Sakura River Interactive;3,000;3;35000;3;35000
Sakura Royale;1,000;0;0;0;0
Sakura std;1,000;0;0;0;0
Sakura team;1,000;0;0;0;0
SakuraGame;78,000;36;120000;0;0
SakuraGaming Studio Michigan;2,000;0;0;1;10000
SakuraGaming Studio Shanghai;1,000;1;10000;0;0
Sakuraprin;2,000;0;0;0;0
Sakuraraka;1,000;0;0;1;10000
Saladite Games;2,000;1;35000;0;0
Salam Softwork Studio;2,000;2;10000;2;10000
Salamander Studios;1,000;0;0;0;0
salamandra88;9,000;0;0;5;30000
Salangan Games;14,000;0;0;2;35000
Salavat Kasimov;1,000;0;0;1;10000
Saleem Muhammad;1,000;0;0;1;10000
salem;1,000;0;0;0;0
Salemir Games;3,000;0;0;0;0
salems_gamecorner;1,000;1;10000;0;0
SaliaCoel;2,000;0;0;0;0
Salient Games;2,000;0;0;0;0
Salient Media;23,000;0;0;0;0
Salix Games Ltd;3,000;1;10000;1;10000
Salkinitzor;1,000;0;0;0;0
Sally Forth;1,000;1;10000;1;10000
Sally Hirut;1,000;0;0;1;10000
Sally Nguy;1,000;0;0;1;35000
Sally Rough LLC;1,000;0;0;1;10000
Salman AlHarbi;1,000;0;0;0;0
Salman Shurie;1,000;0;0;1;35000
Salmi Games;6,000;4;10000;4;10000
Salmon;1,000;0;0;0;0
Salmon Raws, LLC.;1,000;1;10000;1;10000
Salmon Slap Studios;1,000;1;10000;0;0
Salmon Snake;1,000;1;35000;1;35000
SalmonHead;1,000;0;0;0;0
SALO;1,000;1;75000;1;75000
Salo Games;2,000;0;0;0;0
Salsawi;36,000;0;0;6;10000
Salsawi Games;36,000;6;10000;0;0
Salt & Pixel LLC;4,000;2;10000;2;10000
Salt & Pixel LLC;2,000;1;10000;2;10000
Salt Aquvarium Fish Simulator;1,000;0;0;0;0
Salt Castle Studio;4,000;1;10000;2;10000
Salt Game Studio;1,000;0;0;0;0
Salt Grain Studio;1,000;0;0;0;0
Salt Mine Studios;1,000;0;0;0;0
Salt Water Studios;1,000;1;10000;1;10000
SaltButter Games;2,000;0;0;0;0
SaltClock Studio;3,000;1;10000;1;10000
Saltitude;2,000;1;10000;1;10000
SaltRTM;1,000;0;0;1;10000
Salty Dog Digital;1,000;1;10000;1;10000
Salty Dog Studios Pty Ltd;1,000;0;0;0;0
Salty Duck Studios;1,000;0;0;0;0
Salty Games;1,000;0;0;0;0
Salty Karma;2,000;1;10000;1;10000
Salty Lemon Entertainment;1,000;0;0;0;0
Salty Octopus Crew;1,000;0;0;0;0
Salty Olives;1,000;1;10000;1;10000
Salty Salty Studios;6,000;0;0;2;35000
Salty Slimeballs;1,000;0;0;0;0
Salty Sloth Studios L.L.C.;1,000;1;10000;1;10000
Salty Snail Studios, LLC;1,000;0;0;0;0
Salty Squad Games;1,000;1;10000;1;10000
SaltyEgg Studio;2,000;0;0;1;750000
SaltyTea-M;1,000;1;10000;1;10000
Saluda Systems;2,000;1;10000;1;10000
Saluie Studios LLC;2,000;1;35000;1;35000
Salus Games;2,000;2;10000;2;10000
Salvador Dali Museum, Inc;1,000;1;75000;0;0
Salvador Galindo;1,000;0;0;1;10000
Salvador Hernandez Jr;1,000;0;0;0;0
Salvadora Studios;1,000;0;0;0;0
Salvagers Studio;1,000;0;0;0;0
Salvation;1,000;0;0;1;10000
Salvatore Cappellino;2,000;0;0;1;10000
Salvatore Comito;2,000;1;10000;1;10000
Salve Studio;3,000;0;0;0;0
SalvoDev;1,000;1;10000;1;10000
Sam;2,000;2;10000;2;10000
Sam Albon;2,000;1;10000;1;10000
Sam Atlas;6,000;0;0;3;35000
Sam Barlow;5,000;1;1500000;3;750000
Sam Beddoes;1,000;0;0;0;0
Sam Bothun;1,000;0;0;0;0
Sam Carson;1,000;0;0;1;10000
Sam Cohle;1,000;1;35000;1;35000
Sam Conner;1,000;0;0;0;0
Sam DeMinico;1,000;0;0;1;10000
Sam Enright;2,000;1;10000;1;10000
Sam Fadare;1,000;0;0;1;35000
Sam Feng;1,000;0;0;1;150000
Sam Ghalili;1,000;1;75000;1;75000
Sam Grant;1,000;0;0;1;10000
Sam Hobbs;1,000;0;0;0;0
Sam Keller;1,000;0;0;1;10000
Sam Kennedy;1,000;1;10000;1;10000
Sam L. Jones (Eclipse JP);1,000;0;0;0;0
Sam Lawrence;1,000;0;0;0;0
Sam Levine;1,000;0;0;0;0
Sam Mahony;1,000;0;0;0;0
Sam McGarry;1,000;0;0;0;0
Sam Mittelhaeuser;1,000;0;0;1;10000
Sam Penberthy;1,000;0;0;0;0
Sam Peters;2,000;1;10000;1;10000
Sam Robinson;3,000;0;0;3;10000
Sam Roustom;1,000;0;0;1;10000
Sam Stubbings;2,000;1;10000;1;10000
Sam Thul;1,000;1;10000;1;10000
Sam Truman;1,000;0;0;0;0
Sam Vallely;1,000;1;10000;1;10000
Sam Webster;2,000;0;0;0;0
Sam Wolfe;1,000;0;0;1;150000
sam751021;2,000;2;75000;2;75000
Sama Learning;1,000;1;10000;0;0
SAMAGAMES;1,000;1;10000;1;10000
Saman Bemel-Benrud;1,000;1;350000;1;350000
SamanSpades;1,000;0;0;0;0
"Samantha ""Avanya"" Woods";1,000;0;0;0;0
Samantha Arehart;2,000;2;10000;2;10000
Samantha Malzahn;1,000;0;0;0;0
Samantha Povolny;1,000;0;0;0;0
Samantha Snow;1,000;0;0;0;0
Samantha Spytek;1,000;0;0;1;10000
Samantha “Avanya” Woods;1,000;0;0;0;0
Samar Studio;1,000;1;350000;1;350000
Samaritan Studios;1,000;1;10000;1;10000
sambaas.nl;1,000;0;0;1;10000
Sambero;2,000;0;0;0;0
Sambiglyon;1,000;0;0;0;0
samcolserra;1,000;0;0;0;0
SamDee;2,000;0;0;1;10000
Same;1,000;0;0;0;0
Same As Above;1,000;0;0;0;0
SAME QUBE;2,000;1;10000;1;10000
Sameer Hirezi;3,000;2;10000;2;10000
Samer Hammami;1,000;1;10000;1;10000
Samer Khatib (Snowconesolid Productions);3,000;3;35000;3;35000
Samet Acar;49,000;0;0;48;10000
Samharia Studios;2,000;1;35000;1;35000
Sami Ahlfors;1,000;0;0;0;0
Sami Kilani;4,000;3;10000;3;10000
Sami Maaranen (creator);3,000;0;0;1;75000
Sami Tikkamäki;1,000;0;0;0;0
Samiri Studios;1,000;0;0;1;10000
Samisk narys- og utredningssenter;1,000;0;0;0;0
Sammio the Hammio;1,000;1;35000;1;35000
Sammy;1,000;1;10000;1;10000
Sammy Fischer;2,000;0;0;0;0
Sammy Networks Co., Ltd.;1,000;1;10000;1;10000
Sammy Suen;1,000;0;0;0;0
SammyLand;1,000;0;0;1;10000
Samobee Games;8,000;2;75000;3;75000
SamOliverDev;1,000;1;10000;1;10000
Samp RP;1,000;0;0;0;0
Sampaio Dias;1,000;0;0;0;0
Sample Text Studio;1,000;1;350000;1;350000
SampleTekk;1,000;0;0;0;0
SamsidParty;1,000;0;0;0;0
Samskara Games;1,000;0;0;0;0
SAMSKARA LLC;1,000;0;0;0;0
Samson Auroux;2,000;2;10000;2;10000
SamStar Enterprises Inc.;2,000;1;10000;0;0
Samu;3,000;3;10000;3;10000
Samuel Anderson;2,000;0;0;0;0
Samuel Arminana;1,000;1;10000;1;10000
Samuel Bond Luxton;2,000;0;0;0;0
Samuel Burnett;1,000;0;0;0;0
Samuel Chorvat;1,000;0;0;0;0
samuel crevier;16,000;3;10000;3;10000
Samuel Goldwyn Films;1,000;0;0;0;0
Samuel Gordon;2,000;1;10000;1;10000
samuel guilherme;1,000;1;10000;1;10000
Samuel Hawes;1,000;1;10000;1;10000
Samuel Henriques;1,000;0;0;0;0
Samuel James Swartout;2,000;0;0;0;0
Samuel Kunik;1,000;1;10000;1;10000
Samuel Leigh;1,000;1;10000;1;10000
Samuel Manier;1,000;1;10000;1;10000
Samuel Marich;1,000;0;0;0;0
Samuel Massé;1,000;0;0;0;0
Samuel Sales Gomes;1,000;0;0;1;35000
Samuel Sprague;1,000;1;35000;1;35000
Samuel Stewart;2,000;0;0;0;0
Samuel Weir;1,000;0;0;1;150000
Samuel Whipple;1,000;1;10000;1;10000
Samuel Wilson;1,000;1;10000;1;10000
Samuka Gomes;7,000;6;50000;6;50000
Samurai Games;4,000;2;75000;2;75000
Samurai Monkeys;1,000;0;0;1;10000
Samurai Outcast;2,000;0;0;0;0
Samurai Punk;10,000;6;110000;7;100000
Samurai Shampoo team;2,000;0;0;0;0
SamuraiGames;2,000;1;10000;1;10000
Samustai;2,000;0;0;0;0
Samuvt2;1,000;1;75000;1;75000
Samwise Austin;1,000;0;0;1;75000
SAMx003 Games;1,000;0;0;0;0
San Base;2,000;1;10000;1;10000
San Soku Space;2,000;1;10000;1;10000
SANA;1,000;0;0;0;0
Sanaa Fidahussain;1,000;0;0;0;0
Sanan Ahmed;1,000;1;10000;1;10000
Sanat;1,000;0;0;0;0
Sanat Games;1,000;0;0;0;0
sanata_hakuya;2,000;0;0;0;0
Sanati Tales;1,000;0;0;0;0
SANBAE;1,000;1;10000;1;10000
Sanchez Crew;1,000;0;0;1;10000
Sancho Lathon Jr;1,000;1;10000;1;10000
Sancta Maledicta;1,000;0;0;0;0
Sanctuary Studios;1,000;0;0;0;0
Sanctum Gamer;1,000;0;0;0;0
Sanctum Games;2,000;1;750000;1;750000
Sanctum Games - Powered by the Cactyys;2,000;0;0;0;0
Sand Castles Studio;1,000;0;0;0;0
Sand Door Studio;1,000;0;0;0;0
Sand Sailor Studio;5,000;1;35000;2;150000
Sand Table Software;3,000;3;10000;3;10000
Sand Traveler;6,000;0;0;2;10000
Sand Wagon Games;1,000;1;10000;1;10000
Sand Work Studio;1,000;0;0;1;10000
Sanda Gavriliuc;1,000;0;0;0;0
Sandalled Socks LLC;1,000;0;0;0;0
Sandbank Studios Ltd;1,000;1;10000;1;10000
Sandbar Studios, LLC;2,000;0;0;0;0
Sandbar3D;1,000;1;10000;1;10000
Sandbay Games;1,000;0;0;0;0
SandBloom Studio;3,000;1;10000;2;10000
Sandboss Studios;1,000;1;10000;0;0
Sandbox;1,000;0;0;1;150000
Sandbox Blizz;1,000;0;0;0;0
Sandbox Games;3,000;2;35000;2;35000
Sandbox Interactive GmbH;3,000;1;3500000;1;3500000
Sandbox Network, Inc.;2,000;2;75000;2;75000
SandCastles Studio;4,000;0;0;1;150000
Sander Ambroos;1,000;0;0;0;0
Sander Bos;3,000;3;10000;3;10000
Sander Casier;1,000;0;0;0;0
Sander Juss;1,000;1;10000;1;10000
Sander Sneek;1,000;0;0;1;10000
SandFish;1,000;0;0;0;0
Sandford Tech;1,000;1;10000;1;10000
Sandglass;1,000;0;0;0;0
Sandglass Games;1,000;0;0;0;0
Sandglass Games LLC;1,000;1;10000;1;10000
Sanditio Bayu;2,000;0;0;0;0
SANDLOT;42,000;0;0;2;1500000
Sandlot Games;21,000;19;0;18;0
sandman;1,000;1;10000;1;10000
Sandman Simulations;2,000;0;0;0;0
Sandman Team;2,000;0;0;0;0
Sandman(Beijing).co.,ltd;1,000;0;0;0;0
Sandor Berczi;1,000;1;10000;1;10000
Sándor Vágási;2,000;0;0;1;10000
SandorHQ;3,000;2;10000;2;10000
Sandquist Games;5,000;1;10000;0;0
"Sandra ""Maxi"" Molina (SandraMJdev)";1,000;1;10000;1;10000
Sandra Moen;2,000;2;10000;2;10000
Sandra Nikolova;1,000;0;0;0;0
Sandra Tiu Latt;1,000;0;0;1;10000
Sandro Figo;2,000;0;0;0;0
Sandspire Interactive;2,000;1;10000;1;10000
Sandstorm;1,000;1;10000;0;0
Sandstorm Gamestudio;2,000;1;10000;1;10000
Sandstorm Productions;1,000;0;0;0;0
Sandstorm Studios Inc.;4,000;3;75000;3;75000
SandStormeStudio;1,000;1;10000;1;10000
Sandstrom;1,000;0;0;0;0
SandVUE;1,000;0;0;1;10000
Sandwich Cake Studios;1,000;1;10000;1;10000
Sandwich Generation;1,000;0;0;0;0
SandwichBoi;1,000;0;0;0;0
SandwichStudio;1,000;1;10000;1;10000
SandWorm Studio;1,000;1;10000;1;10000
Sandy Dingo Games;1,000;0;0;0;0
SANDY FLOOR;1,000;0;0;0;0
SandZ Studio;1,000;0;0;0;0
Sang Hendrix;3,000;1;10000;1;10000
Sang Hendrix Games;1,000;0;0;0;0
Sanggunn Lee;2,000;0;0;0;0
Sanghyeok Cho;1,000;0;0;1;10000
Sanghyeok Jo;1,000;0;0;1;10000
Sango Games;1,000;0;0;0;0
Sanguine Studios;3,000;1;10000;1;10000
Sanguinet Films;1,000;0;0;0;0
SANGWOO LEE;1,000;0;0;0;0
Sangwoon Jin;2,000;0;0;2;35000
SANG_ER;1,000;0;0;0;0
sanikigames;1,000;0;0;0;0
Sanja Flonk;1,000;0;0;1;10000
sanjie;1,000;0;0;0;0
Sankaku LLC;1,000;0;0;0;0
Sanketh Bhat;1,000;0;0;0;0
Sankurusu;1,000;1;10000;1;10000
Sanobusiness S.R.L.;2,000;1;10000;1;10000
sanodg (Nobuyoshi Sano);1,000;0;0;1;10000
SANPACE;1,000;1;10000;0;0
Santa Claus Games;1,000;1;10000;1;10000
Santa Goat;1,000;1;350000;1;350000
Santa Monica Studio;1,000;0;0;1;3500000
Santa Ragione;14,000;7;50000;5;70000
Santaclos;1,000;1;10000;1;10000
SantaGames;1,000;1;10000;1;10000
santasco.com;1,000;0;0;1;10000
Santaworks;3,000;3;10000;3;10000
Santeri Salovaara;1,000;0;0;0;0
Santiago (aka The Hipomancer);1,000;0;0;0;0
Santiago Gonzalez;1,000;0;0;0;0
Santiago Medina;2,000;2;10000;2;10000
Santiago Medrano;1,000;0;0;0;0
Santiago Ponce;1,000;0;0;0;0
Santiago Ramirez;3,000;1;10000;1;10000
Santiago Soria Vega;1,000;0;0;0;0
Santiago Velez Saffon;2,000;0;0;0;0
Santima Games;1,000;1;10000;1;10000
Santum;2,000;1;10000;1;10000
Sanuk Games;10,000;1;35000;7;30000
Sanuk Inc.;2,000;1;10000;0;0
Sanwa Solution;2,000;2;10000;2;10000
Sanya;1,000;1;10000;1;10000
Sanya verni 100;1,000;0;0;1;10000
SanYeGame;1,000;1;10000;1;10000
Sanzaru;1,000;0;0;0;0
Sanzaru Games;2,000;0;0;1;10000
Sanzaru Games Inc.;5,000;0;0;1;75000
SANZIGEN;1,000;0;0;0;0
SANZIGEN COMPUTER;1,000;0;0;0;0
Saoi Games;1,000;1;10000;1;10000
Saona Studios;3,000;1;10000;1;10000
Sapient;1,000;0;0;0;0
Sapir Alon;1,000;1;75000;1;75000
Sapling Studios;4,000;1;10000;1;10000
Sapper - Defuse The Bomb Simulator;1,000;0;0;0;0
Sapphire Beaver Games;1,000;0;0;0;0
Sapphire Create.;3,000;2;10000;3;10000
Sapphire Dragon Productions;29,000;15;30000;15;30000
Sapphire Dream Games;2,000;0;0;0;0
Sapphire Software Inc;1,000;1;10000;1;10000
SapphireSoft;15,000;1;10000;1;10000
Sappy Game Studio;2,000;0;0;0;0
SapStaR Games;2,000;1;10000;0;0
SapX Studio;1,000;0;0;0;0
Sar;1,000;0;0;0;0
Sara Lisa Vogl;1,000;1;10000;0;0
Sara Quenel;1,000;1;10000;1;10000
Sara Ward;1,000;0;0;1;10000
SaracenGames;1,000;0;0;0;0
Saradoraon;1,000;1;10000;1;10000
Sarah;1,000;0;0;0;0
Sarah Feldmann;1,000;0;0;0;0
Sarah Gross;1,000;0;0;1;10000
Sarah Hamilton;2,000;0;0;0;0
Sarah Hashkes;1,000;0;0;1;10000
Sarah Jane Lapp;1,000;0;0;1;35000
Sarah Northway;2,000;0;0;1;350000
Sarah Nuse;1,000;0;0;0;0
Sarah Nyx;1,000;0;0;0;0
Sarah Russell;1,000;1;35000;1;35000
Sarah Werum;1,000;1;35000;1;35000
Sarah Willsteed;1,000;1;10000;1;10000
Sarah Yuen;1,000;0;0;0;0
sarahduck;1,000;0;0;0;0
SarahQT;1,000;0;0;0;0
Saranchov Serhii;1,000;0;0;0;0
Saranchov Serhii Games;1,000;0;0;0;0
Sarbakan;2,000;0;0;2;10000
Sarchalen Visual Media;1,000;0;0;0;0
Sardinha Studios;2,000;2;10000;2;10000
Sardor Tarik;1,000;0;0;0;0
Sarek Lambert;1,000;0;0;0;0
Sarepta studio;4,000;0;0;2;75000
Sarepta studio AS;2,000;1;10000;1;10000
Sargis Shahzadyan;1,000;1;10000;1;10000
Sargonius Games;1,000;1;10000;1;10000
Sarhan Soft;1,000;1;10000;1;10000
Saritasa llc;1,000;1;10000;1;10000
Sarnayer;1,000;0;0;0;0
Sarni Studio;1,000;1;10000;1;10000
Saros;1,000;0;0;0;0
Sarper Şoher;1,000;1;10000;1;10000
Sars Medya;2,000;2;10000;2;10000
Sartorian;4,000;1;75000;1;75000
SarumXR;2,000;1;10000;1;10000
Sarynth;1,000;1;10000;1;10000
SAS CO.,LTD.;1,000;0;0;0;0
Sasa Jovanovic;1,000;0;0;0;0
Sasakawa;1,000;0;0;1;10000
Sasasoft;1,000;1;10000;1;10000
Sascha Hartleb;2,000;1;35000;1;35000
Sascha Hopstein;1,000;1;10000;0;0
Sascha Klenk;1,000;1;10000;1;10000
Sascha Rushing;1,000;0;0;1;10000
Sascha van Huis;1,000;0;0;1;10000
SasDeRider;2,000;0;0;1;10000
Sasha Ab;1,000;0;0;0;0
Sasha Alexandra;1,000;0;0;1;10000
Sasha C. Gervais-Tourangeau;2,000;0;0;1;10000
Sasha Darko;4,000;1;10000;1;10000
Sasha Vigneron;1,000;0;0;0;0
Sasha-Toi;4,000;4;0;2;10000
SashaNyasha;1,000;1;10000;1;10000
Sashka Shlapik;1,000;1;10000;1;10000
Sasikumar Muthusamy;1,000;0;0;0;0
Sasquatch B Studios;2,000;0;0;0;0
Sasquatch Games;2,000;1;10000;1;10000
Sassy Chap Games;1,000;0;0;0;0
Sassy Games;2,000;0;0;0;0
Sassybot;3,000;2;35000;2;35000
SASTE Software;1,000;1;10000;1;10000
Sastrei Studios, LLC;20,000;1;750000;1;750000
SAT Productions;1,000;0;0;0;0
SAT-BOX;47,000;26;0;26;0
Sat-Yuga Studios;2,000;2;10000;2;10000
Sat.Ind;1,000;1;10000;1;10000
Sateda;1,000;1;75000;1;75000
Sathvik Software Solutions;1,000;1;75000;1;75000
Sati Bros;2,000;1;10000;1;10000
Satini Games;1,000;0;0;0;0
SATISH K;1,000;0;0;0;0
Sato Fumiya;3,000;1;10000;1;10000
Sator Imaging;1,000;0;0;0;0
Satori Studios Inc.;1,000;1;10000;1;10000
Satosha Nakamoti;1,000;1;150000;1;150000
Satoshi Girl;1,000;0;0;0;0
SATOSHIS GAMES INC.;1,000;0;0;0;0
Satria_Games;1,000;1;10000;1;10000
Satrio Dewantono;1,000;1;10000;1;10000
Satriver Studio;1,000;0;0;0;0
Satshark;1,000;0;0;0;0
Satsu;1,000;0;0;1;75000
Satsuki;1,000;0;0;0;0
Satur Cat;2,000;1;10000;1;10000
Satur Entertainment;23,000;7;20000;8;20000
Saturation Records LLC;7,000;0;0;0;0
Saturday Development, LLC;1,000;0;0;1;10000
Saturday Morning Rogue Team;1,000;0;0;0;0
SaturdayDevelopment, LLC;1,000;1;10000;0;0
Saturlag;1,000;0;0;0;0
Saturn Interactive;1,000;0;0;0;0
Saturn Plus;1,000;0;0;1;35000
Saturn VR;10,000;1;10000;6;10000
Saturn VR , NipsApp Gaming Softrware;1,000;1;10000;0;0
Saturn VR , NipsApp Gaming Software;3,000;3;10000;0;0
Saturn-plus;1,000;0;0;1;10000
Saturn91;1,000;0;0;0;0
Saturnine Games;2,000;0;0;0;0
SATURSHAKE;1,000;0;0;0;0
SAU Game Lab;5,000;2;10000;0;0
Saucer Software;1,000;0;0;1;350000
SauceyPlayz;2,000;0;0;0;0
Saucisson;1,000;1;10000;1;10000
Saucy Melon;1,000;0;0;0;0
Saud Alomari;1,000;1;10000;1;10000
Saukutsuki;1,000;0;0;1;10000
Saulo Lira;1,000;1;10000;1;10000
Saultoons;1,000;0;0;0;0
Sauropod Studio;3,000;2;150000;2;150000
Saurus Digital;3,000;2;10000;0;0
SauterArtStduios;1,000;0;0;0;0
SauterArtStudios;1,000;0;0;0;0
Sautilus;1,000;0;0;0;0
Savage Devs;1,000;0;0;0;0
Savage Game Design;1,000;0;0;0;0
Savage Howl;3,000;2;10000;2;10000
Savage Studio;1,000;0;0;0;0
Savage Studios;2,000;0;0;1;10000
SavageDev;2,000;0;0;0;0
Savania Games;1,000;0;0;1;10000
Savania Limited;1,000;1;10000;0;0
