Company;Total games;Published games;Avg owners...4;Developed games;Avg owners...6
MUZEGATE TEAM;1,000;0;0;1;10000
MuZi Studio;1,000;0;0;0;0
Muzintou;1,000;0;0;1;10000
Muzt Die Studios;3,000;1;35000;1;35000
Muzzy Lane;2,000;0;0;1;75000
Muzzy Lane Software;7,000;0;0;3;35000
MV Games;5,000;3;10000;1;10000
MV JPL;4,000;3;10000;3;10000
MV-Teknik.dk;2,000;1;10000;0;0
MVA_Resi;1,000;1;35000;0;0
MVE;1,000;1;10000;1;10000
MVGames;3,000;0;0;1;10000
Mvisioning;1,000;1;10000;1;10000
MVP Video;1,000;0;0;0;0
MVR;1,000;0;0;0;0
MVStudios;3,000;1;10000;0;0
MW ArtS;1,000;0;0;1;10000
MW Games;1,000;1;10000;0;0
MW Hashem;1,000;0;0;1;10000
MW, AW;1,000;0;0;0;0
mw22;1,000;1;10000;1;10000
MWA;1,000;0;0;0;0
Mwester Studios;2,000;2;10000;0;0
mwit;1,000;0;0;0;0
MWM Interactive;5,000;1;10000;2;10000
MWN TECH.,LTD;2,000;1;10000;1;10000
MWO;2,000;0;0;0;0
mwroberts;1,000;1;10000;1;10000
MX Games;3,000;0;0;0;0
MX Nice Game;2,000;2;10000;2;10000
mxPlay;2,000;1;10000;1;10000
MXR Games;1,000;0;0;0;0
MXT Games;2,000;1;35000;1;35000
MXTreality;3,000;1;350000;1;350000
MXXN;1,000;0;0;0;0
MxzStudio;4,000;0;0;0;0
my ball has been eaten by dog球让狗吃了;1,000;1;10000;1;10000
My Big Little Brother;1,000;0;0;0;0
MY CUBE;1,000;0;0;0;0
My Digital Garden;2,000;0;0;2;10000
My Dog Zorro;2,000;1;35000;1;35000
My Funeral Home;1,000;0;0;0;0
My Goody Unsafe Boar;1,000;0;0;0;0
My Häggman;2,000;0;0;0;0
My Insomnia Presents;1,000;1;10000;0;0
My Label Game Studio;26,000;26;0;26;0
My Little Planet Ltd;2,000;2;150000;2;150000
My Little Studio;2,000;0;0;0;0
My Lust Wish;1,000;0;0;0;0
My Next Games;9,000;0;0;1;10000
My Night Sun Games;1,000;1;10000;1;10000
My Owl Software;2,000;1;10000;1;10000
My pixel is alive!;1,000;1;10000;1;10000
My Secretary Lover;1,000;0;0;0;0
My small group;1,000;0;0;0;0
My Train World Team;2,000;0;0;0;0
My Way Games;90,000;88;30000;1;10000
My World;2,000;0;0;1;10000
My World srls;2,000;1;10000;0;0
My.com;11,000;0;0;0;0
my.games;128,000;8;2820000;3;7500000
My64K;1,000;1;10000;0;0
MyACG Studio;29,000;7;100000;6;110000
MYAOSOFT;4,000;4;10000;4;10000
Myarcadegames Studios;5,000;4;10000;4;10000
mycloudgame;1,000;0;0;0;0
Myco;1,000;0;0;1;150000
MyCompanyName;2,000;0;0;0;0
MyDearest;1,000;1;35000;1;35000
MyDearest Inc.;8,000;1;35000;4;20000
MyDockFinder;1,000;1;350000;1;350000
MyDream Interactive Inc.;4,000;1;10000;1;10000
MyDream Interactive, Inc;1,000;1;35000;1;35000
MyDream Interactive, Inc.;1,000;1;10000;1;10000
MyDreamForever;18,000;4;40000;13;20000
MyDreamForever_Old;6,000;4;20000;6;10000
Myeksi Studio;2,000;0;0;0;0
myFINBEC;1,000;1;10000;1;10000
myGame;1,000;1;10000;1;10000
MyGames;1,000;1;35000;1;35000
MYGG;1,000;1;10000;0;0
myh;5,000;3;10000;3;10000
MyHand Studio;2,000;1;10000;1;10000
myigloo;1,000;1;10000;1;10000
Myin Studios;1,000;0;0;0;0
MYJIKA INC.;4,000;1;10000;1;10000
MYK;1,000;1;10000;1;10000
MyKaela Parag;1,000;0;0;0;0
mykar;6,000;0;0;0;0
Myke Wills;5,000;0;0;1;10000
Mykel Flynn;7,000;6;10000;6;10000
Mykhail Konokh;13,000;11;20000;11;20000
Mykhailo Radzievskyi;1,000;0;0;0;0
Mykytas Anton;1,000;0;0;0;0
Myles Jorgensen;1,000;0;0;1;10000
Myles Lambert;2,000;1;10000;1;10000
Myles Wilson;1,000;0;0;0;0
MylesPogStudios;2,000;0;0;0;0
MyLifeGame.RU;1,000;1;150000;0;0
mylittlestudio;1,000;0;0;0;0
MyLittleTeam;2,000;0;0;0;0
MyLonky;1,000;1;35000;0;0
MYM Bilişim Teknoloji;1,000;0;0;0;0
MYM Games Studios;1,000;0;0;0;0
Myna Games Ltd.;1,000;0;0;0;0
Myntea;1,000;0;0;1;10000
Myosuki;3,000;1;10000;1;10000
Myou;1,000;1;150000;1;150000
Myou Software;1,000;0;0;0;0
Myoubouh Corp;6,000;4;10000;3;10000
MyoungJang Games;1,000;1;10000;1;10000
MyOwnGames;2,000;0;0;0;0
MYP;2,000;1;10000;1;10000
MyPocketGames;2,000;1;10000;1;10000
Myra D'Ann;1,000;1;10000;1;10000
Myre36;2,000;0;0;0;0
Myrgharok;1,000;0;0;0;0
Myrha;1,000;0;0;0;0
Myriad Games Studio;1,000;1;10000;1;10000
MYRNE;1,000;0;0;0;0
Myroid-Type Comics;8,000;3;10000;3;10000
Myrolit Studios;1,000;1;35000;1;35000
Myron Software;1,000;1;35000;1;35000
Myrrh creative;1,000;1;10000;1;10000
Myrtilus Entertainment;2,000;0;0;1;150000
Myrtle Valpoort;1,000;0;0;0;0
myself;4,000;2;10000;0;0
Myshkin Entertainment;9,000;4;20000;4;20000
Mysia Games;1,000;1;10000;1;10000
mysleepyblue;1,000;0;0;0;0
MyST;2,000;0;0;1;150000
Mystael studio;1,000;0;0;0;0
MyStar Studio;1,000;1;10000;1;10000
Mysteria Studio;1,000;1;10000;1;10000
Mysterious;1,000;0;0;0;0
MYSTERIOUS CUBE;1,000;0;0;0;0
Mysterious Hat;1,000;0;0;0;0
Mysterious Panda Game Studio;1,000;1;10000;1;10000
Mystery;2,000;0;0;1;10000
Mystery clock;2,000;0;0;0;0
MYSTERY CROWN;1,000;0;0;0;0
Mystery Egg Games;3,000;1;10000;1;10000
Mystery Gamedev;3,000;0;0;0;0
Mystery Soul's;1,000;1;10000;1;10000
Mystery Trails Team;1,000;0;0;0;0
MysteryCorgi;2,000;1;10000;1;10000
Mysterytag;7,000;0;0;7;20000
Mystfang Media;1,000;0;0;0;0
Mystic Box;2,000;1;75000;1;75000
Mystic cat;1,000;1;10000;1;10000
Mystic ERA games;1,000;1;10000;1;10000
Mystic Mask Media;1,000;1;10000;1;10000
Mystic Mill Games;1,000;0;0;0;0
Mystic Moon Studios;1,000;0;0;0;0
Mystic Panda Games;1,000;1;10000;1;10000
Mystic Remedy;1,000;0;0;1;10000
Mystic Sword Gaming;1,000;1;10000;1;10000
Mystic Systems;1,000;1;10000;1;10000
Mystic Thistle;1,000;0;0;0;0
Mystical Artefacts Interactive;1,000;1;75000;1;75000
Mystical95 Studio;2,000;2;10000;2;10000
MysticalDevelopers;2,000;1;10000;1;10000
MysticsDen;2,000;0;0;0;0
Mystified Games;1,000;1;10000;1;10000
Mystik'Art;2,000;2;75000;2;75000
Mystiqular;3,000;1;10000;1;10000
Mystive Studios;2,000;1;75000;1;75000
MystiveDev;4,000;0;0;1;10000
Mystrigger;1,000;0;0;0;0
Myth Entertainment;1,000;1;150000;1;150000
MythAtelier, LLC;4,000;0;0;0;0
MythByte;2,000;0;0;0;0
Mythcarver Games;1,000;0;0;0;0
MythEgg Studios;2,000;0;0;0;0
Mythic Chest;3,000;2;10000;2;10000
Mythic Entertainment;1,000;0;0;0;0
Mythic Gaming;2,000;1;10000;1;10000
Mythic Machine Software LLC;1,000;1;35000;1;35000
Mythic Owl;1,000;0;0;0;0
Mythic Protocol;1,000;0;0;0;0
Mythical Alterno;1,000;1;10000;1;10000
Mythical City Games;10,000;7;40000;8;30000
Mythical Grimm Games;1,000;1;10000;1;10000
MythicOwl;7,000;5;20000;5;20000
MythicPenguin;2,000;2;35000;2;35000
MythicWare;19,000;0;0;1;10000
MythiKiwi;3,000;1;10000;1;10000
Mythmere Games;2,000;0;0;0;0
Mytholite Games;1,000;0;0;0;0
MythoLogic Interactive;3,000;2;150000;1;350000
Mythopia Studios;1,000;1;10000;0;0
Mythos Games;1,000;0;0;0;0
Mythos Makers;6,000;2;10000;0;0
Mythos Method;2,000;1;10000;0;0
Mythra Tech;1,000;0;0;0;0
Mythric Studios, LLC;2,000;1;10000;1;10000
Mythril Age;1,000;1;10000;0;0
Mythspawn;2,000;0;0;0;0
Mythwalk Studios;1,000;0;0;0;0
MythWard Entertainment;1,000;0;0;0;0
Mythwood Games LLC;1,000;0;0;0;0
MythZsGame;1,000;1;35000;1;35000
Mytona Fntastic;2,000;1;750000;0;0
myTrueSound;5,000;3;10000;2;10000
Myttsi Zabav;2,000;1;10000;1;10000
MYUNG;1,000;0;0;0;0
Myungsik Won;1,000;0;0;0;0
Myvar Holdings;1,000;1;10000;0;0
MZ;1,000;1;10000;1;10000
MZ Games;2,000;2;10000;2;10000
MZ Times;1,000;1;35000;0;0
MZAO ZHI CHENG;1,000;0;0;0;0
MZero Games;60,000;0;0;0;0
Mzg Games;1,000;1;10000;2;10000
Mzone;1,000;0;0;1;35000
Mzone Studio;1,000;0;0;1;35000
Mzonestudio;10,000;0;0;10;20000
MZQ;3,000;2;10000;3;10000
MZY GAMES;3,000;2;10000;2;10000
MZZC;3,000;1;10000;1;10000
M♂NLY;2,000;2;10000;2;10000
M先生;2,000;0;0;0;0
n;2,000;0;0;0;0
N Attribute;1,000;0;0;0;0
N Games;1,000;1;10000;1;10000
N J FOX;4,000;3;10000;4;10000
N P GAMES;6,000;5;0;5;0
N Studio;2,000;0;0;0;0
N Tailor;1,000;0;0;1;10000
N&N Games;1,000;0;0;0;0
N-Alt Lab;2,000;1;35000;1;35000
N-Body Solutions;3,000;1;35000;1;35000
N-Fusion Interactive;11,000;0;0;9;100000
N-Game Studios;3,000;2;75000;3;75000
N-GON Interactive;1,000;0;0;0;0
N-Hance Studio;3,000;1;75000;1;75000
N-Lab.;2,000;0;0;0;0
N-Orbit Studios;1,000;1;10000;1;10000
N-RACING;2,000;0;0;1;10000
N-Soft;1,000;1;10000;1;10000
N-Tri Studio;6,000;4;10000;4;10000
N.INDIES;2,000;2;75000;0;0
N.R. Burnette;2,000;2;10000;2;10000
N.T;1,000;0;0;0;0
N/A;65,000;24;20000;3;10000
n00b c0de Games;1,000;0;0;0;0
n00dbeaver Studios;2,000;0;0;0;0
n00dbeaverStudios;1,000;0;0;0;0
N0IL;1,000;0;0;0;0
N0IL Games;1,000;0;0;0;0
N130;1,000;0;0;0;0
N1nj4lxl;1,000;0;0;0;0
N2Games;8,000;0;0;1;150000
N2JG;2,000;1;150000;0;0
n3r4zzurr0;3,000;1;10000;1;10000
N3V Games;909,000;10;60000;10;60000
N4bA;4,000;4;30000;4;30000
N5 Games;1,000;1;35000;1;35000
N7T-GAMES;2,000;1;35000;1;35000
N8;1,000;0;0;0;0
N94Games;3,000;1;10000;2;10000
NA;8,000;3;35000;1;10000
NA Publishing;2,000;1;35000;0;0
NA Publishing Inc;1,000;1;10000;0;0
NA Publishing Inc.;2,000;2;350000;0;0
NaA Games;4,000;3;10000;3;10000
Naarassusi Game;10,000;9;30000;8;60000
NaarDev;1,000;0;0;0;0
Nabe Cinema;1,000;0;0;0;0
NABI;1,000;0;0;0;0
Nabi Studios;1,000;0;0;1;3500000
Nabil Mansour;2,000;0;0;0;0
Nabonio;1,000;1;10000;1;10000
Nabu Films;1,000;0;0;0;0
Nacarat Game Labs;1,000;0;0;0;0
Nachkriegsratten;1,000;0;0;0;0
Nacho;1,000;1;10000;1;10000
Nacho Alfonso Brito;1,000;1;10000;1;10000
Nacho Games;1,000;1;75000;1;75000
Nachon Lab;2,000;0;0;0;0
Nachtfrost Studios;1,000;0;0;0;0
Nachtvlam;2,000;1;10000;1;10000
Nacks Soft;12,000;12;10000;12;10000
NaCl586;3,000;1;10000;1;10000
Nacon;1,000;1;75000;0;0
Nacon;271,000;91;120000;0;0
Nacro9 Game;1,000;1;10000;1;10000
nada studio;1,000;1;10000;1;10000
Nadal;1,000;0;0;0;0
Nadan Studio;1,000;1;10000;1;10000
Nadav Hekselman;1,000;0;0;0;0
Naddic Games;20,000;1;750000;1;750000
Nadeo;15,000;0;0;8;530000
Nader Khadouma;2,000;0;0;0;0
NADevelopment;1,000;1;10000;0;0
Nadia Basurto;1,000;0;0;0;0
Nadia Soft Inc.;1,000;0;0;0;0
Nadim Kobeissi;1,000;0;0;0;0
Nadine Bartosch;1,000;0;0;0;0
Nadish Sharma;1,000;0;0;0;0
Nadsat;2,000;0;0;0;0
Nadya Primak;1,000;1;10000;1;10000
Naelstrof;3,000;0;0;0;0
Naev Team;2,000;1;150000;1;150000
Nafanya interactive;1,000;1;35000;1;35000
Naga Entertainment;1,000;1;150000;1;150000
Naga Lalith Shashank Jonnabhotla;1,000;0;0;1;10000
naga84games;1,000;1;10000;1;10000
Nagari Studios;1,000;0;0;0;0
NAGATOUI;1,000;0;0;0;0
Nagi;1,000;0;0;0;0
NAGINATA SOFT;5,000;0;0;2;10000
Nagiyahonpo;5,000;0;0;0;0
Nagus Games;2,000;0;0;0;0
Nagy Zoltán;1,000;1;10000;1;10000
Nah Yeah Games;2,000;1;10000;1;10000
Nahual Studios;1,000;1;10000;0;0
Naiad Entertainment LLC;2,000;1;35000;1;35000
Naiadgames;3,000;1;350000;0;0
Naie.Sorachi;3,000;1;10000;1;10000
NailGun Studios;1,000;1;10000;1;10000
Naili Studio;4,000;3;35000;0;0
Nainita Desai;1,000;0;0;0;0
NaipSoft;2,000;1;10000;1;10000
nair;1,000;0;0;1;10000
NaissusWorks;2,000;1;10000;1;10000
NAISU;32,000;9;10000;9;10000
Naivus Luo;2,000;2;750000;2;750000
Najeeb Ahmad Taher;1,000;0;0;0;0
NAK games;1,000;1;10000;0;0
Naka Teleeli;1,000;1;10000;1;10000
NAKAG@ME;1,000;0;0;0;0
NAKAISOFT;1,000;0;0;0;0
nakajima;2,000;0;0;0;0
NAKAMA VR;1,000;1;10000;0;0
NAKAMA VR GAMES;1,000;0;0;1;10000
Nakana.io;7,000;4;20000;0;0
NAKATOMI;2,000;1;10000;1;10000
NAKATOMO;2,000;0;0;0;0
Nakayama Games;1,000;0;0;0;0
Nakayoshi honpo;1,000;0;0;1;10000
Nakazawa Tech;1,000;0;0;0;0
Naked Cactus;1,000;1;10000;1;10000
Naked High;2,000;0;0;0;0
Naked Sausage;1,000;0;0;0;0
Naked Sky Entertainment;3,000;1;35000;1;35000
Nako Baev;1,000;0;0;0;0
Nakotus Game;2,000;0;0;0;0
Naku Kinoko;2,000;0;0;0;0
Nalia;1,000;0;0;0;0
Nalloru Studio;1,000;0;0;0;0
Naloki;1,000;1;10000;1;10000
nalothchris;1,000;0;0;1;35000
Nalu Zou;2,000;2;10000;2;10000
NALYCAN;1,000;0;0;0;0
Nam ER Technologies;1,000;0;0;0;0
Namaage;1,000;0;0;1;10000
namaikatiputkata Inc.;1,000;0;0;0;0
Naman Choudhary;2,000;1;10000;1;10000
Namari;1,000;0;0;0;0
Namaste Reid;1,000;0;0;1;10000
NamaTakahashi;3,000;1;75000;2;35000
Namazu Studios;1,000;1;10000;1;10000
NAMCO;1,000;0;0;1;350000
Namco Bandai Games;8,000;0;0;1;10000
NAMCO BANDAI Games Europe S.A.S.;1,000;0;0;0;0
NAMCO BANDAI Studio Inc.;1,000;0;0;0;0
Namco Networks America, Inc.;5,000;4;20000;0;0
Name;1,000;0;0;0;0
Nameless;1,000;1;10000;1;10000
Nameless Heaven;2,000;0;0;0;0
Nameless Laboratory;1,000;0;0;0;0
Nameless Studio;3,000;0;0;0;0
Nameless XIII;4,000;0;0;1;10000
namespace.media;1,000;1;10000;1;10000
NameThinkerGames;1,000;0;0;0;0
NAMI TENTOU;12,000;7;0;4;0
Nami Tentou Mushi, LLC;1,000;0;0;0;0
Namion Games;1,000;1;35000;1;35000
Namir Hassan;1,000;0;0;1;10000
Namiya;1,000;1;10000;0;0
namleets;1,000;1;10000;1;10000
NamNorm;6,000;1;75000;1;75000
Namo;1,000;1;10000;1;10000
Namo Gamo;1,000;1;10000;1;10000
Namson Digital;1,000;0;0;0;0
nan yu;1,000;0;0;1;10000
Nana Debrah;3,000;0;0;0;0
Nanakusado;1,000;0;0;0;0
Nanakusadou;5,000;1;10000;1;10000
Nanali Studios;5,000;4;10000;4;10000
Nanalli;1,000;0;0;1;35000
Nanasi Project;2,000;2;10000;2;10000
NanaWind;3,000;0;0;2;10000
Nanbu Works;1,000;0;0;0;0
Nance & Phred;1,000;0;0;0;0
Nanchang Pubugui Online Game Co., Ltd;1,000;0;0;0;0
Nandee;2,000;0;0;2;10000
Nandor Makleit;1,000;0;0;0;0
Nani !?! Studios;1,000;1;10000;1;10000
NANI STUDIOS LLC;1,000;0;0;0;0
Nanidou;1,000;0;0;0;0
Nanite Games;1,000;1;10000;1;10000
Nanite Storm;1,000;1;10000;1;10000
Nanjing AQUATRAX;3,000;0;0;1;1500000
Nanjing Originjumpwork techology co.,ltd;1,000;0;0;0;0
Nanjing QiangJun Network Co., Ltd.;1,000;1;350000;0;0
Nanjing Reborn;1,000;0;0;0;0
NANKADA;3,000;2;10000;2;10000
Nankidai;1,000;0;0;1;75000
NanningsGames;62,000;35;20000;36;20000
Nano Games;6,000;2;10000;4;10000
Nano Games sp. z o.o.;1,000;0;0;1;75000
Nano Studio;1,000;1;10000;1;10000
Nanobotz Interactive Media;1,000;1;10000;1;10000
NanoGiant;1,000;0;0;0;0
NanoidGames;1,000;1;10000;1;10000
Nanoleptic Games;1,000;1;10000;1;10000
Nanome;1,000;1;10000;1;10000
Nanome Inc.;1,000;1;10000;1;10000
nanomo;1,000;0;0;0;0
Nanopike;2,000;0;0;0;0
NanoPiko;1,000;0;0;1;75000
nanos;2,000;0;0;0;0
nanos GbR;1,000;1;750000;1;750000
Nanoshrine;2,000;1;35000;1;35000
Nanoshrine Interactive;2,000;0;0;0;0
Nanuq;1,000;0;0;0;0
nanzington;2,000;1;10000;1;10000
Nao Games;3,000;0;0;1;10000
Nao Studios;1,000;0;0;0;0
naoeZijiGames;1,000;0;0;0;0
Naoka Games;9,000;9;10000;6;10000
Naoka Studio;4,000;1;10000;4;0
Naoki Takamura;1,000;0;0;0;0
Naoko Takeuchi;1,000;0;0;0;0
Naoko Kabashima;1,000;0;0;1;10000
Naoko Takeuchi/PNP, Toei Animation;2,000;0;0;0;0
NAOS Software;2,000;0;0;1;10000
Nap Harmonia;1,000;1;35000;0;0
Naparil;1,000;0;0;0;0
Napas Torteeka;10,000;5;10000;6;10000
Napat Saeung;2,000;1;10000;1;10000
NAPE GAMES;8,000;4;10000;4;10000
Napimel;1,000;0;0;0;0
napkinGames;1,000;0;0;0;0
Napoleon Games;1,000;0;0;1;10000
Napoleon Games, s.r.o.;2,000;1;10000;1;10000
Naps Team;4,000;4;10000;4;10000
Nar;2,000;1;10000;1;10000
Nar Oyun Stüdyosu;1,000;0;0;0;0
Nara Inc.;2,000;1;10000;0;0
NARAENC;2,000;2;10000;2;10000
NaraEntertainment;1,000;0;0;0;0
Naraven Games;3,000;1;35000;2;10000
Narayan Games;3,000;0;0;3;150000
Narayan Walters;1,000;0;0;0;0
narayana games UG;3,000;1;10000;1;10000
Narcitheus;1,000;0;0;0;0
Nardo Games;1,000;1;10000;0;0
Narfox LLC;5,000;4;50000;4;50000
Nari;1,000;0;0;1;75000
Narik Gaming;1,000;0;0;0;0
NARIN;1,000;0;0;1;10000
Narko Games;16,000;14;20000;9;30000
Narkuss production;1,000;0;0;0;0
Narod;1,000;1;10000;1;10000
Narog Games;1,000;0;0;0;0
Narom42;2,000;1;10000;1;10000
NARP;1,000;1;10000;0;0
NarraFlux;1,000;0;0;0;0
Narratio;1,000;1;10000;1;10000
NARRATIVE NINE LTD;3,000;1;35000;0;0
NarrativeArea;4,000;0;0;0;0
Narrator;22,000;4;30000;9;30000
NarReiTor;3,000;1;10000;1;10000
NarRenArr;1,000;0;0;0;0
Narrow Monolith;3,000;3;10000;3;10000
Nartay Islamkozha;1,000;0;0;1;10000
NarTech;1,000;1;10000;0;0
Narubane;2,000;1;10000;1;10000
Narut Studio's;1,000;0;0;1;10000
Narvalous Inc;3,000;1;10000;1;10000
Narwhalnut;2,000;0;0;1;10000
Narwhalnut LLC;2,000;1;10000;0;0
Narzioth;1,000;1;10000;1;10000
NAS GAMES;1,000;0;0;0;0
NASA;2,000;1;1500000;1;10000
NASA (Some Models);1,000;0;0;1;10000
NASA's Jet Propulsion Laboratory;1,000;1;10000;1;10000
Nash;3,000;0;0;0;0
Nash Equilibrium;1,000;1;10000;1;10000
Nash Muhandes;1,000;0;0;0;0
Nash West;1,000;0;0;1;10000
nash.audio;2,000;0;0;0;0
Nasheik;2,000;1;10000;1;10000
NashGamesz;1,000;1;10000;1;10000
Nasser Group;1,000;0;0;0;0
Nastro Studios;1,000;0;0;0;0
Nasty Cat;7,000;1;10000;2;35000
Nasty Girl Gaming;1,000;0;0;0;0
Nasty Little Games;1,000;1;10000;0;0
Nasty Slippers;1,000;0;0;0;0
Nastya Sinclair;4,000;0;0;0;0
Nastycloud;1,000;0;0;1;75000
Nasu Games;1,000;0;0;0;0
Nat Quayle Nelson;1,000;1;10000;1;10000
Nat*s Virtuality;1,000;1;10000;0;0
Natae Games;1,000;0;0;0;0
natahem;1,000;1;10000;1;10000
Natako Studio;1,000;0;0;0;0
Natal Game Studio;1,000;1;10000;1;10000
Natal Indie Game Studio;1,000;1;10000;0;0
Natalia Batista;1,000;1;10000;0;0
Natalia Rojas;2,000;0;0;0;0
Natalia Vystikailo;1,000;0;0;1;10000
Natalie O'Connor;1,000;0;0;1;10000
Natanael Figueiredo Rodrigues;1,000;0;0;0;0
Natasmai Studio;2,000;0;0;0;0
Nate;1,000;0;0;0;0
Nate Aune;1,000;0;0;0;0
Nate Bit Games;3,000;1;35000;1;35000
Nate DeHart;1,000;1;10000;1;10000
Nate Peters;1,000;0;0;1;10000
Nate Sanders;3,000;0;0;3;35000
Nate Schmold;1,000;0;0;1;35000
Nate Turley;1,000;0;0;1;35000
Nate Williams;1,000;0;0;0;0
Nateception Studios LLC;1,000;1;10000;1;10000
NateT_Bird;1,000;1;10000;1;10000
Natey Watey;1,000;0;0;0;0
Nathalie Lawhead;1,000;0;0;0;0
Nathan;1,000;0;0;0;0
Nathan Andre;2,000;0;0;1;10000
Nathan Archer;1,000;0;0;1;10000
Nathan Armstrong;1,000;0;0;0;0
Nathan Best;2,000;0;0;2;10000
Nathan Boler;1,000;0;0;0;0
Nathan Brown;1,000;0;0;0;0
Nathan Burton;1,000;0;0;0;0
Nathan Cote;1,000;1;10000;1;10000
Nathan Dearth;1,000;0;0;0;0
Nathan Eliason;1,000;0;0;0;0
Nathan Elliot;1,000;0;0;1;10000
Nathan Entertainment;3,000;1;10000;1;10000
Nathan Entertianment;1,000;0;0;0;0
Nathan Francis;2,000;1;10000;1;10000
Nathan Francis (Developer);1,000;0;0;0;0
Nathan Gallardo;1,000;0;0;1;10000
Nathan Goffin;1,000;0;0;0;0
Nathan Hanover;1,000;0;0;0;0
Nathan Istace;4,000;0;0;0;0
Nathan Jew;1,000;0;0;1;10000
Nathan Laha;3,000;0;0;1;10000
Nathan Laird;1,000;0;0;0;0
Nathan Lin;1,000;1;10000;1;10000
Nathan Lucci;1,000;0;0;1;10000
Nathan Mayer;1,000;0;0;0;0
Nathan Meunier;3,000;2;10000;3;35000
Nathan Montgomery;2,000;2;10000;2;10000
Nathan O. Marsh;2,000;0;0;0;0
Nathan Prince;4,000;1;10000;1;10000
Nathan Rais;3,000;0;0;1;10000
Nathan Ralph;1,000;0;0;1;10000
Nathan Rowe;1,000;0;0;1;10000
Nathan Seedhouse;1,000;0;0;0;0
Nathan Snippe;1,000;0;0;0;0
Nathan Steendam;1,000;0;0;0;0
Nathan Swedlund;1,000;0;0;1;35000
Nathan Thompson;1,000;0;0;0;0
Nathan Thomson;1,000;0;0;1;10000
Nathan Warden;2,000;1;10000;2;10000
Nathan Weatherford;1,000;0;0;0;0
Nathan Whitehead;1,000;1;10000;1;10000
Nathan Workman;1,000;0;0;0;0
Nathanael Remstedt;1,000;0;0;0;0
Nathaniel Carter;1,000;1;10000;1;10000
Nathaniel Cartwright;1,000;0;0;0;0
Nathaniel Chambers;1,000;0;0;0;0
Nathaniel Kanooni;1,000;0;0;0;0
Nathaniel Kevin Suriawijaya;1,000;0;0;1;10000
Nathaniel Peter Яentrow;1,000;0;0;0;0
Nathaniel Powell;1,000;1;10000;1;10000
Nathaniel Richards;1,000;0;0;0;0
Nathaniel Stauffer;5,000;0;0;1;35000
Nathixy;1,000;0;0;0;0
Nathuz;1,000;0;0;0;0
Nation Computing;2,000;0;0;0;0
National ancient journey;1,000;1;10000;1;10000
National Film Board of Canada;3,000;0;0;3;10000
National Library of Korea;1,000;1;10000;0;0
National Spork LLC;1,000;1;10000;0;0
National Westminster Bank plc;1,000;1;350000;0;0
National Westminster Bank plc.;2,000;0;0;0;0
Nations Software;1,000;1;10000;1;10000
Nato Games;1,000;0;0;0;0
Natoptishi;1,000;0;0;0;0
Natrix Games;6,000;0;0;0;0
natsha;1,000;0;0;0;0
Natsume Inc;1,000;0;0;0;0
Natsume Inc.;20,000;8;20000;4;10000
NatsumeAtari;7,000;1;10000;4;70000
Nattohya;1,000;0;0;0;0
nattou.org;1,000;0;0;1;10000
NattouBomb;2,000;0;0;0;0
nattuhan;1,000;1;10000;1;10000
Natural Records Studios INC.;1,000;0;0;0;0
NaturalFront;1,000;0;0;0;0
NaturalGas Games;1,000;1;10000;1;10000
Naturally Intelligent;4,000;1;10000;1;10000
NaturalPad;1,000;0;0;0;0
Nature Park;1,000;0;0;0;0
NatureJacko;1,000;0;0;0;0
Naturepixel Studios;2,000;0;0;1;10000
NatureSims;1,000;1;10000;1;10000
Naturtrüb;1,000;1;35000;1;35000
Naughty Children at Play;1,000;1;10000;1;10000
Naughty Clogs;1,000;1;10000;1;10000
Naughty Cow;1,000;0;0;0;0
Naughty Dog LLC;3,000;0;0;2;750000
Naughty Engineering;1,000;1;10000;1;10000
Naughty Seagull;1,000;0;0;0;0
Naughty Shinobi;2,000;0;0;0;0
Naughty Squirrels;1,000;1;35000;1;35000
Naughty-Netherpunch;2,000;0;0;0;0
NaughtyRoad;1,000;0;0;0;0
Naum Kuzmanovski;1,000;0;0;0;0
Nauris Amatnieks;4,000;4;20000;4;20000
Nautical Dispute;2,000;0;0;0;0
Nautical Noodle;1,000;0;0;0;0
Nautilus Games;1,000;0;0;0;0
Nautilus Mobile App Pvt. Ltd.;1,000;0;0;0;0
nautilus workshop;1,000;0;0;0;0
Nautlander;5,000;4;0;5;0
Nautlander Studio;1,000;0;0;0;0
Nav Games;1,000;0;0;0;0
Nav Labs;1,000;0;0;0;0
Naval Warfare Simulations;1,000;0;0;1;35000
Navalni Entertainment;2,000;0;0;0;0
Navalny;1,000;0;0;0;0
Navegante Entertainment;4,000;0;0;1;150000
Navel;5,000;0;0;4;20000
Navi;2,000;0;0;0;0
Navila Software Japan;2,000;1;10000;0;0
Navin;1,000;0;0;0;0
navin prasad;1,000;0;0;1;10000
navin prithvi;1,000;1;10000;1;10000
Naviworks Co.,Ltd.;2,000;2;10000;2;10000
Nawarit Longkhum;1,000;0;0;1;10000
Nawia Games;3,000;1;35000;3;75000
nayadivide;1,000;1;10000;1;10000
Nayma Software;1,000;0;0;1;10000
Naytics;1,000;1;10000;0;0
NAYUTA STUDIO;4,000;1;35000;2;10000
Nayvos Games;1,000;1;10000;1;10000
Nazar Mazur;1,000;0;0;0;0
Nazar Studios;2,000;2;35000;0;0
Nazgul Studios;1,000;0;0;0;0
Nazgul Studois;1,000;0;0;0;0
Nazmul Hussain;1,000;0;0;0;0
